SEMBOL;F?YAT;GUN Fark %;1 GUN ONCE HISSE FARK %;SKOR;alt_skor_kurumdan önce;KURUM ALI?-SATI? ANAL?Z?;TAKILDI?I ANAL?ZLER;GEÇEN ANAL?ZLER;OLUSTURULMA_ZAMANI
EYGYO;2,71;-2,58;6,27;5;6;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.34, sat??=1.33 | Al??lar: BOFA 2g: +0.08, BOFA 3g: +0.06, KAMU 1g: +0.19 | Sat??lar: BOFA 1g: -0.07, KAMU 2g: -0.14, KAMU 3g: -0.05, TERA 2g: -0.51, TERA 3g: -0.57;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
KCAER;13,4;-2,61;-1,03;5;6;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.03, sat??=0.64 | Al??lar: TERA 2g: +0.01, TERA 3g: +0.02 | Sat??lar: BOFA 1g: -0.15, BOFA 2g: -0.15, BOFA 3g: -0.16, KAMU 1g: -0.01, KAMU 2g: -0.08, KAMU 3g: -0.08;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
GARAN;137,5;-2,62;-3,31;5;6;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.18, sat??=0.49 | Al??lar: BOFA 2g: +0.07, BOFA 3g: +0.07, KAMU 1g: +0.02, KAMU 2g: +0.01, KAMU 3g: +0.01, TERA 1g: +0.00 | Sat??lar: BOFA 1g: -0.10, TERA 2g: -0.20, TERA 3g: -0.20;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
LIDER;236;-2,67;1,46;5;5;Güçlü kurum al?? var (+1 puan): Toplam al??=0.46, sat??=0.09 | Al??lar: BOFA 1g: +0.07, BOFA 2g: +0.17, BOFA 3g: +0.17, TERA 2g: +0.02, TERA 3g: +0.02 | Sat??lar: KAMU 1g: -0.02, KAMU 2g: -0.03, KAMU 3g: -0.03;"EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
ALCAR;930;-2,69;-0,48;4;4;Güçlü kurum al?? var (+1 puan): Toplam al??=0.31, sat??=0.03 | Al??lar: BOFA 2g: +0.04, BOFA 3g: +0.04, KAMU 1g: +0.02, KAMU 2g: +0.10, KAMU 3g: +0.10, TERA 1g: +0.00, TERA 2g: +0.00, TERA 3g: +0.00 | Sat??lar: BOFA 1g: -0.03;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
BANVT;213,2;-2,72;1,91;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.20, sat??=0.41 | Al??lar: KAMU 1g: +0.03, KAMU 2g: +0.08, KAMU 3g: +0.08 | Sat??lar: BOFA 1g: -0.04, BOFA 2g: -0.13, BOFA 3g: -0.13, TERA 2g: -0.06, TERA 3g: -0.05;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
HDFGS;1,83;-2,73;9,58;5;6;Güçlü kurum sat?? var (-1 puan): Toplam al??=3.96, sat??=7.56 | Al??lar: KAMU 1g: +0.54, KAMU 2g: +1.73, KAMU 3g: +1.66, TERA 1g: +0.03 | Sat??lar: BOFA 1g: -0.69, BOFA 2g: -1.06, BOFA 3g: -1.43, TERA 2g: -2.58, TERA 3g: -1.79;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
KAREL;8,24;-2,79;-1,32;3;3;Güçlü kurum al?? var (+1 puan): Toplam al??=0.55, sat??=0.10 | Al??lar: BOFA 2g: +0.04, BOFA 3g: +0.03, KAMU 1g: +0.17, KAMU 2g: +0.16, KAMU 3g: +0.15 | Sat??lar: BOFA 1g: -0.08, TERA 2g: -0.01, TERA 3g: -0.01;"EMA trend; Golden Cross uzak; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; PD/DD > 3 veya 0; ADX <= 15";"RSI 30-50 aras? ve yukar? trendde; Momentum pozitif";16.07.2025 21:27
PRKAB;31,92;-2,82;1,33;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=1.76, sat??=0.49 | Al??lar: KAMU 1g: +0.25, KAMU 2g: +0.67, KAMU 3g: +0.67, TERA 2g: +0.08, TERA 3g: +0.08 | Sat??lar: BOFA 1g: -0.04, BOFA 2g: -0.23, BOFA 3g: -0.23, TERA 1g: -0.00;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
OZSUB;23,26;-2,84;1,57;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=1.15, sat??=1.46 | Al??lar: BOFA 1g: +0.24, BOFA 2g: +0.45, BOFA 3g: +0.46 | Sat??lar: KAMU 1g: -0.24, KAMU 2g: -0.52, KAMU 3g: -0.53, TERA 1g: -0.00, TERA 2g: -0.08, TERA 3g: -0.08;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
DYOBY;15,05;-2,86;-1,25;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.96, sat??=2.24 | Al??lar: BOFA 1g: +0.22, BOFA 2g: +0.36, BOFA 3g: +0.38 | Sat??lar: KAMU 1g: -0.52, KAMU 2g: -0.74, KAMU 3g: -0.73, TERA 2g: -0.13, TERA 3g: -0.12;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
DCTTR;34,3;-2,86;-1,89;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=2.58, sat??=3.98 | Al??lar: KAMU 1g: +0.46, KAMU 2g: +0.62, KAMU 3g: +0.62, TERA 1g: +0.00, TERA 2g: +0.44, TERA 3g: +0.44 | Sat??lar: BOFA 1g: -0.94, BOFA 2g: -1.51, BOFA 3g: -1.54;"EMA trend; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
IHLAS;2,79;-2,87;9,84;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=5.23, sat??=3.73 | Al??lar: BOFA 1g: +1.30, BOFA 2g: +1.69, BOFA 3g: +2.16, TERA 3g: +0.07 | Sat??lar: KAMU 1g: -0.99, KAMU 2g: -1.32, KAMU 3g: -1.35, TERA 1g: -0.00, TERA 2g: -0.07;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
AEFES;15,2;-2,89;-3,12;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.41, sat??=1.95 | Al??lar: KAMU 1g: +0.16, KAMU 2g: +0.15, KAMU 3g: +0.07, TERA 1g: +0.00, TERA 2g: +0.02, TERA 3g: +0.01 | Sat??lar: BOFA 1g: -0.55, BOFA 2g: -0.68, BOFA 3g: -0.72;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
ARDYZ;28,96;-2,9;1,26;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.10, sat??=0.35 | Al??lar: KAMU 1g: +0.03, KAMU 2g: +0.03, KAMU 3g: +0.04, TERA 1g: +0.00 | Sat??lar: BOFA 1g: -0.08, BOFA 2g: -0.13, BOFA 3g: -0.13, TERA 2g: -0.01, TERA 3g: -0.01;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
AGHOL;266;-2,91;-2,74;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.22, sat??=0.35 | Al??lar: KAMU 1g: +0.06, KAMU 2g: +0.07, KAMU 3g: +0.07, TERA 1g: +0.00, TERA 2g: +0.00, TERA 3g: +0.00 | Sat??lar: BOFA 1g: -0.13, BOFA 2g: -0.11, BOFA 3g: -0.11;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
USAK;4,8;-2,92;0,42;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.02, sat??=0.19 | Al??lar: BOFA 2g: +0.01, BOFA 3g: +0.00, KAMU 1g: +0.01, TERA 1g: +0.00 | Sat??lar: BOFA 1g: -0.03, KAMU 2g: -0.03, KAMU 3g: -0.07, TERA 2g: -0.03, TERA 3g: -0.04;"EMA trend; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; ADX <= 15";"Golden Cross seviyesine yak?n; RSI 30-50 aras? ve yukar? trendde; Momentum pozitif; PD/DD makul düzeyde";16.07.2025 21:27
DOHOL;15,71;-2,93;-2,3;5;6;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.10, sat??=0.47 | Al??lar: KAMU 1g: +0.03, KAMU 2g: +0.03, KAMU 3g: +0.04, TERA 1g: +0.00 | Sat??lar: BOFA 1g: -0.14, BOFA 2g: -0.06, BOFA 3g: -0.07, TERA 2g: -0.10, TERA 3g: -0.10;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
YKBNK;32,82;-2,93;-4,09;5;6;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.10, sat??=2.83 | Al??lar: KAMU 1g: +0.10, KAMU 2g: +0.01 | Sat??lar: BOFA 1g: -0.60, BOFA 2g: -0.90, BOFA 3g: -0.92, KAMU 3g: -0.00, TERA 1g: -0.14, TERA 2g: -0.14, TERA 3g: -0.14;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
MIATK;31,28;-2,94;0,06;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.02, sat??=0.32 | Al??lar: TERA 1g: +0.00, TERA 2g: +0.01, TERA 3g: +0.01 | Sat??lar: BOFA 1g: -0.03, BOFA 2g: -0.04, BOFA 3g: -0.04, KAMU 1g: -0.07, KAMU 2g: -0.08, KAMU 3g: -0.08;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
TOASO;211;-2,94;-1,17;5;6;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.02, sat??=0.71 | Al??lar: KAMU 1g: +0.02, TERA 1g: +0.00 | Sat??lar: BOFA 1g: -0.20, BOFA 2g: -0.01, BOFA 3g: -0.01, KAMU 2g: -0.24, KAMU 3g: -0.24, TERA 2g: -0.00, TERA 3g: -0.00;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
BORLS;62,25;-2,97;-1,27;2;3;Güçlü kurum sat?? var (-1 puan): Toplam al??=3.10, sat??=6.02 | Al??lar: BOFA 2g: +0.74, BOFA 3g: +0.73, KAMU 1g: +0.05, TERA 2g: +0.79, TERA 3g: +0.79 | Sat??lar: BOFA 1g: -0.30, KAMU 2g: -2.86, KAMU 3g: -2.86;"EMA trend; Golden Cross uzak; RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"RSI 30-50 aras? ve yukar? trendde; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
MAVI;43,5;-2,99;-1,14;5;6;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.20, sat??=0.30 | Al??lar: BOFA 2g: +0.10, BOFA 3g: +0.10, KAMU 1g: +0.00 | Sat??lar: BOFA 1g: -0.05, KAMU 2g: -0.10, KAMU 3g: -0.10, TERA 1g: -0.00, TERA 2g: -0.03, TERA 3g: -0.03;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
IZENR;7;-3;0,72;5;6;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.35, sat??=2.79 | Al??lar: TERA 1g: +0.24, TERA 2g: +0.03, TERA 3g: +0.09 | Sat??lar: BOFA 1g: -0.41, BOFA 2g: -0.20, BOFA 3g: -0.26, KAMU 1g: -0.22, KAMU 2g: -0.84, KAMU 3g: -0.85;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
HATEK;16,71;-3,05;-4,57;4;4;Güçlü kurum al?? var (+1 puan): Toplam al??=3.38, sat??=2.69 | Al??lar: BOFA 2g: +0.46, BOFA 3g: +0.39, KAMU 1g: +0.83, KAMU 2g: +0.84, KAMU 3g: +0.84, TERA 1g: +0.01 | Sat??lar: BOFA 1g: -1.25, TERA 2g: -0.72, TERA 3g: -0.73;"EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; ADX <= 15";"Golden Cross seviyesine yak?n; Momentum pozitif; PD/DD makul düzeyde";16.07.2025 21:27
INGRM;400,5;-3,06;1,65;2;3;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.28, sat??=3.30 | Al??lar: KAMU 1g: +0.28 | Sat??lar: BOFA 1g: -0.17, BOFA 2g: -0.81, BOFA 3g: -0.81, KAMU 2g: -0.13, KAMU 3g: -0.13, TERA 2g: -0.63, TERA 3g: -0.63;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
VRGYO;2,92;-3,08;7,75;5;6;Kurum hareketi nötr. Toplam al??=4.78, sat??=4.43 | Al??lar: BOFA 1g: +1.47, BOFA 2g: +1.37, BOFA 3g: +1.88, TERA 2g: +0.07 | Sat??lar: KAMU 1g: -1.59, KAMU 2g: -1.28, KAMU 3g: -1.32, TERA 1g: -0.00, TERA 3g: -0.23;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
VANGD;46,78;-3,08;6,03;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=0.45, sat??=0.20 | Al??lar: KAMU 1g: +0.21, TERA 1g: +0.03, TERA 2g: +0.11, TERA 3g: +0.11 | Sat??lar: KAMU 2g: -0.10, KAMU 3g: -0.10;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
GSDDE;9,39;-3,09;1,73;7;7;Güçlü kurum al?? var (+1 puan): Toplam al??=1.45, sat??=0.12 | Al??lar: KAMU 1g: +0.50, KAMU 2g: +0.33, KAMU 3g: +0.35, TERA 2g: +0.14, TERA 3g: +0.12 | Sat??lar: BOFA 1g: -0.09, BOFA 2g: -0.01, BOFA 3g: -0.02;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
MERKO;13,61;-3,09;-0,15;2;3;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.47, sat??=1.11 | Al??lar: BOFA 2g: +0.22, BOFA 3g: +0.21, TERA 2g: +0.02, TERA 3g: +0.02 | Sat??lar: BOFA 1g: -0.10, KAMU 1g: -0.34, KAMU 2g: -0.34, KAMU 3g: -0.34;"EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
KLSYN;5,63;-3,2;-1,92;7;7;Güçlü kurum al?? var (+1 puan): Toplam al??=3.53, sat??=0.49 | Al??lar: KAMU 1g: +0.19, KAMU 2g: +0.50, KAMU 3g: +0.51, TERA 2g: +1.23, TERA 3g: +1.09 | Sat??lar: BOFA 1g: -0.06, BOFA 2g: -0.16, BOFA 3g: -0.17, TERA 1g: -0.09;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
AKSGY;7,14;-3,22;2;6;6;Kurum hareketi nötr. Toplam al??=0.19, sat??=0.19 | Al??lar: TERA 1g: +0.04, TERA 2g: +0.07, TERA 3g: +0.08 | Sat??lar: BOFA 1g: -0.06, BOFA 2g: -0.05, BOFA 3g: -0.05, KAMU 1g: -0.00, KAMU 2g: -0.02, KAMU 3g: -0.02;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
SEGMN;24,8;-3,23;6,9;7;7;Güçlü kurum al?? var (+1 puan): Toplam al??=4.34, sat??=1.59 | Al??lar: BOFA 1g: +1.19, BOFA 2g: +1.55, BOFA 3g: +1.60, TERA 1g: +0.00 | Sat??lar: KAMU 1g: -0.46, KAMU 2g: -0.39, KAMU 3g: -0.39, TERA 2g: -0.16, TERA 3g: -0.17;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
ISCTR;14,56;-3,23;-2,87;5;6;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.05, sat??=1.28 | Al??lar: TERA 2g: +0.03, TERA 3g: +0.03 | Sat??lar: BOFA 1g: -0.10, BOFA 2g: -0.33, BOFA 3g: -0.34, KAMU 1g: -0.15, KAMU 2g: -0.18, KAMU 3g: -0.18, TERA 1g: -0.00;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
PNLSN;41,2;-3,25;0,83;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.00, sat??=0.83 | Al??lar:  | Sat??lar: BOFA 1g: -0.05, BOFA 2g: -0.08, BOFA 3g: -0.08, KAMU 1g: -0.27, KAMU 2g: -0.14, KAMU 3g: -0.14, TERA 2g: -0.03, TERA 3g: -0.03;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
FORMT;3,95;-3,29;1,8;4;5;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.67, sat??=0.98 | Al??lar: BOFA 1g: +0.03, KAMU 2g: +0.07, KAMU 3g: +0.08, TERA 2g: +0.23, TERA 3g: +0.26 | Sat??lar: BOFA 2g: -0.43, BOFA 3g: -0.42, KAMU 1g: -0.13, TERA 1g: -0.00;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
KRONT;12,11;-3,3;6,13;5;5;Güçlü kurum al?? var (+1 puan): Toplam al??=0.91, sat??=0.16 | Al??lar: BOFA 1g: +0.30, BOFA 2g: +0.26, BOFA 3g: +0.29, KAMU 2g: +0.01, KAMU 3g: +0.05 | Sat??lar: KAMU 1g: -0.01, TERA 2g: -0.07, TERA 3g: -0.07;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15";"EMA k?sa vadede yukar? trend; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor";16.07.2025 21:27
CIMSA;51,25;-3,3;-1,44;5;6;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.03, sat??=0.12 | Al??lar: KAMU 2g: +0.02, KAMU 3g: +0.01, TERA 1g: +0.00, TERA 3g: +0.00 | Sat??lar: BOFA 1g: -0.03, BOFA 2g: -0.03, BOFA 3g: -0.03, KAMU 1g: -0.02, TERA 2g: -0.00;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
KGYO;3,62;-3,31;2,84;7;7;Güçlü kurum al?? var (+1 puan): Toplam al??=2.70, sat??=1.61 | Al??lar: BOFA 1g: +0.42, BOFA 2g: +1.06, BOFA 3g: +1.17, KAMU 1g: +0.05 | Sat??lar: KAMU 2g: -0.13, KAMU 3g: -0.14, TERA 1g: -0.00, TERA 2g: -0.60, TERA 3g: -0.73;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
TMPOL;88,85;-3,32;7,37;4;5;Güçlü kurum sat?? var (-1 puan): Toplam al??=0.09, sat??=3.36 | Al??lar: BOFA 1g: +0.03, BOFA 2g: +0.03, BOFA 3g: +0.03, TERA 1g: +0.00 | Sat??lar: KAMU 1g: -1.16, KAMU 2g: -1.02, KAMU 3g: -1.02, TERA 2g: -0.08, TERA 3g: -0.08;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; MACD pozitif ve histogram art??ta; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
ESCOM;3,29;-3,34;2,81;3;4;Güçlü kurum sat?? var (-1 puan): Toplam al??=1.83, sat??=2.32 | Al??lar: BOFA 1g: +0.26, BOFA 2g: +0.65, BOFA 3g: +0.73, KAMU 1g: +0.11, TERA 1g: +0.00, TERA 2g: +0.07, TERA 3g: +0.01 | Sat??lar: KAMU 2g: -1.13, KAMU 3g: -1.20;"Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15";"EMA k?sa vadede yukar? trend; Momentum pozitif; Stochastic K dipten ç?k?yor; PD/DD makul düzeyde";16.07.2025 21:27
A1CAP;8,39;-3,34;0,36;6;6;Güçlü kurum al?? var (+1 puan): Toplam al??=0.99, sat??=0.20 | Al??lar: BOFA 1g: +0.02, BOFA 2g: +0.16, BOFA 3g: +0.16, KAMU 2g: +0.27, KAMU 3g: +0.25, TERA 1g: +0.01, TERA 2g: +0.08, TERA 3g: +0.04 | Sat??lar: KAMU 1g: -0.20;"RSI seviyesi/trendi (1); RSI son 3 gün art?? (2); OBV pozitif; Stochastic K < 30; ADX <= 15";"EMA k?sa vadede yukar? trend; Golden Cross seviyesine yak?n; MACD pozitif ve histogram art??ta; Momentum pozitif; PD/DD makul düzeyde";16.07.2025 21:27
